text,category,category2
"Can you elaborate on why this is a problem? Any rust code also requires a full build system (cargo) and npm-like dependency management (crates). In the clang-tidy case, the build system is packages we'd already be installing to compile our code, or are dependencies that we already use for various other task, i.e LLVM (memory saniitizer, include-what-you-use, any non-GCC compile) etc.",question,clarifying
"Those custom timeout are not used anywhere, do you mind removing the definition?",question,clarifying
"you mean the setFeedUrl: (@updateUrl)? sure, will do",question,personalresponsibility
"Should be NSVisualEffectView* vview and (NSVisualEffectView*), I don't think the linter runs on Objective-C files.",question,problem
"Can someone help with broken tests?
 
 linux-arm-debug, linux-arm-testing, linux-ia32-testing: failed build with sscache error
 
 inux-x64-testing-tests, linux-x64-testing-verify-ffmpeg: failed tests with cannot open display
 
 osx-testing: marked as failed, but circleci build step is not even finished yet",question,problem
"@fritx sorry, what do you mean? Did you mean if there is other way to disable devtools? If so, i can not find a way that can disable devtools that can not be enabled again.",question,problem
@alexeykuzmin Any idea how to implement automatic tests ? I don't think that it is possible to interact with the Apple Store Dialog to sign in and to confirm the purchase.,question,problem
"If the application is downloaded and then modified locally by the attacker (which is what this PR seems to be protecting against, right?), that check will not be performed by macOS. The attacker could simply remove the AsarIntegrity key from Info.plist and you would be none the wiser. Please demonstrate how you will protect against that scenario.",question,problem
What if Apple decides electron apps pose a risk and don't abide by their terms and start revoking our certificates?,question,problem
"It looks like API version negotiation isn't working (but only on Windows?), or is it because the integration tests on Windows are running on the host?",question,problem
Any plans for a feature to add the vibrancy to just a section of the window? It looks like electron-vibrancy does this but it would be nice to have baked in support for adding a view at a specific position.,question,solution
What should I do? Update them or tweak so that we force a different site instance when switching between file://a and file://b?,question,solution
Can this be moved to BrowserClient::SiteInstanceGotProcess? So we can get rid of the locker.,question,solution
Do you think it would make sense to expose some more of the capabilities here & make the API more flexible? e.g. something like,question,solution
@pushkin- Is it bound to a BrowserWindow when you destroy it? to remove it prior to destroy: BrowserWindow.setBrowserView(null),question,solution
"Is there a public API that Node.js could reasonable introduce at some point here (without exposing the idle handle itself, which is really more of an implementation detail)?",question,solution
"I want to avoid any possible effects if some asar file is added. But we don't need to relax requirements, — such plugin ASAR files are located outside of application bundle, right? So, we can skip this validation for external asar files.",question,solution
Can you link to the intermittent failures? Why not reduce the values instead?,question,solution
"Ah ok. And about the efficiency, is it possible to keep the fuzz input format unchanged instead of using a string representation (Maybe via a string-lookup roundtrip)? I wonder if that'd be more efficient.",question,solution
"What does this check do that a check with a clang-tidy plugin could not? I have pushed a dirty prototype (likely incomplete) for such a plugin check here: TheCharlatan/bitcoin-tidy-experiments@5c1f1e1. It checks for declarations of std::filesystem::path, and calls to its string method. It also showcases some of the pre-processor checks that it can do. In this case, it checks if <filesystem> is included, and whether std::filesystem can be found anywhere in the source file text.",question,solution
"How does this help in the situation where you don't have control in the accepters account? My use case is that I want to enable allow_remote_vpc_dns_resolution, which cannot be done until the peering connection has been accepted.",question,solution
"Did you exclude clang-tidy here, or is it part of the list in the quote later in your comment. We already use it for linting, and my plan is to migrate more checks too it. For example, we can replace our python based assert linter (and more) with the equivalent clang-tidy check (LLVM 17 though).",question,solution
"""By default, the system does not add the http:// prefix. To find out the default behavior of Windows, you only need to manually set the Windows system proxy, then open the Windows registry, find the HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ProxyServer key, and then you can look at the value to know the conclusion.""",solution,
"""Fixes #606. The PR adds a new crate called cards. Which currently just has a single module named validate which exposes the CardNumber struct as well as a CCValError. The validation of a correct CC number is done via the Luhn Algorithm implemented in the luhn crate.""",solution,
No worries! You could also create a new send_tab_new.dart (or something similar) to avoid future conflicts.,solution,
"You can click on ""Details"" of the checks. Just formatting issues (line length 150) and missing const directives.",solution,
Thinking about the settings again: I don't know if this is overkill. We can just save the last window position/size and that's it.,solution,
"As someone on both Linux and macOS every day, can i suggest, ""Quit: Minimize to Tray/Menu Bar"",",solution,
"Thinking about this feature again, I think it would be simpler if a dialog is opened if the Flutter window gets refocused. Like ""Do you want to use the clipboard contents? Cancel | Use Clipboard",solution,
"You could also add some padding on left and right, so it looks the same on desktop.",solution,
"Regarding the color, you can take the 300-500 version of teal: https://materialui.co/colors/",solution,
Another solution for tablet is to write the file size in brackets: myImage.jpeg (3.2 MB). So you don't need a second row either.,solution,
"You could also add the teal color to the table header, then you don't need to have it in the file size column",solution,
"I don't know of a good equivalent in either Ukrainian or Russian that would describe the content and still look concise. For Russian, the noun ""Вcтaвкa"" is not a bad option, but it's not commonly used, so it's not the best choice. Therefore, I'll have to translate it as a verb. Hopefully, eight letters won't be too much.",solution,
"If this is too difficult, then I might need to make the buttons bigger. This is only for desktop so it should be reasonable",solution,
We should instead implement impl TryFrom<Secret<...>> for Email/PhoneNumber...,solution,
"Just do the requested code changes along with cargo +nightly fmt and do the commit. Leave the cargo clippy thing
 
 @Himanshu-370",solution,
"@SargamPuram To fix the failing CI checks, could you please add this snippet in the crates/masking/src/abs.rs file:",solution,
We could end up having different strategies for email and VPAs on a later date if needed: say we decide to unmask the first 2 characters of either email or VPA.,solution,
"We don't have to worry too much about serialization. We can just #[derive(Serialize)] and annotate with #[serde(transparent)], and the serialization logic will skip the CardNumber struct and just serialize the inner secret.",solution,
"@salahlalami I think it should be next to the input
 
 the user might miss it if it is below the form",solution,
"Thank you for the Pull Request and the effort in enhancing the dashboard. Just a quick thought – I think instead of creating new tables, you might want to consider pulling data for the reports directly from the existing client table. you can see from the 'Customer' menu on the Dashboard, it refers to the client table.",solution,
Able to add fields in invoices without item name #207,solution,
"Create or edit invoice and while adding items in invoice, you can check it.",solution,
Implemented calculate helper method for paymentInvoiceController.,solution,
"@arpitnakrani try removing the node mudles folder and install again
 
 cd frontend
 
 rm -rf node_modules
 
 npm install",solution,
@arpitnakrani try removing the node mudles folder and install again cd frontend rm -rf node_modules npm install,solution,
"@themarufsharifi , you need to fetch data two times ,
 
 1- first select fetch data auto on page load
 
 2- when user select option from first select ,
 
 3- second select appear and fetch data from server using {id} of option selected from firstSelect",solution,
fixes: #339,solution,
"use this color #1B98F5
 
 width:4px or 3px
 
 height: 60px",solution,
leave the app scrollbar normal,solution,
"💡 To avoid such incidents in the future, consider following these best practices for managing and storing secrets including API keys and other credentials.",solution,
"💡 To avoid such incidents in the future, consider following these best practices for managing and storing secrets including API keys and other credentials.",solution,
we can use pointer.Int64Ptr here,solution,
I hope this will help.,solution,
"For consistency it might be good to follow that pattern here, maybe setVibrancy with null removes it?",solution,
Usually we leave these footer links at the very bottom of the docs so the new docs can go above here.,solution,
If this just took an args param then you could support null and undefined with:,solution,
"I'm actually finding ipcRenderer.sendTo to not only be faster than using this MessageChannel API, but also have a tighter standard deviation.",solution,
Looks like #14984 should fix part of failing linux tests.,solution,
"Edit: Or, you could use the latest xcode with the latest sierra and open the TouchBar emulator window",solution,
@bcoe This part is probably where you went wrong,solution,
"@tvanier I did while I was building out the API. Try removing the ""@2x"" from the file name",solution,
"First off, that would be aswesome, just having like Webpack Status: Building or something in the touchbar would save a few alt tabs to watch it rebuild.",solution,
"Just found a way to add button to Control Strip, but it's private API: https://github.com/a2/touch-baer",solution,
"@MarshallOfSound perhaps this can be unblocked using this technique, https://cs.chromium.org/chromium/src/ui/base/cocoa/touch_bar_forward_declarations.h",solution,
why not do class AutoUpdater extends EventEmitter?,solution,
"@pracucci If the .nupkg is already downloaded, maybe the windows update script .update should call ""Update.exe --install"" rather than ""Update.exe --update""? Seems like that would avoid the second download.",solution,
"I think we should go a head and finish it. If we are not sure about the quality of the API, we can mark it as ""experimental"" (AKA it might break in future versions) in the docs and let people start playing with it so we can get real feedback.",solution,
"You actually don't need to do this anymore in the latest version of Squirrel (and shouldn't, since people want to add stuff)",solution,
The new files should be added to filenames.gypi.,solution,
An alternative change that might provoke less anxiety would be to add a moveTop method to BrowserView directly. This would align with the moveTop method on BrowserWindow.,solution,
@zeke this needs semver/major label,solution,
"Probably it should read ""fulfilled"" instead of ""resolved"".",solution,
So I suggest to change the API in three steps:,solution,
"It should be done before each test is executed, not when the tests list is constructed.",solution,
It can be tested easier with chai-as-promised:,solution,
Should go to a beforeEach hook as well.,solution,
The promise should be constructed inside the initial function call and be returned there.,solution,
"Yup, if you want you can make the promise helper do this by default (if not on the UI thread, post a task to call resolve on the UI thread)",solution,
You'll have to update those dchecks to allow the renderer process as well 👍,solution,
Edit: seems like I can grab the id here,solution,
"We implement this behavior by force creating a new site instance after doing navigations. And you can test whether this behavior is broken by printing process.pid in devtools, and refresh to see whether it changes.",solution,
"If the only solution is to change the behavior of force creating new site instances, we should introduce a new option for it instead of changing the default behavior.",solution,
"Regarding the changes to unrelated patch files, I have had a discussion on the Electron's Slack with @nornagon about this who advised me to keep them 🤷‍♂️:",solution,
Instead of including this in the strip binaries step/script this should be done in its own step/script that gets executed before strip binaries.,solution,
If you want these to be uploaded in the release you'll have to update both the upload.py script and the validate-release script (to check that the assets exist),solution,
If you really want to get rid of the locker I suppose we could have a duplicate sandboxed_renderers_ set that is used by IO thread only(and updated with PostTask),solution,
"If you simply want to use WebSocket web api, then it should already be available to sandboxed renderers, there's no need to modify anything.",solution,
"Just IMO, but just moving it to the webPreferences option makes more sense than where it is at the moment.",solution,
You need to get rid of this whitespace 👍,solution,
You can (and probably should) have the line break.,solution,
If you want to completely prevent it then you would have to ship a custom version of Electron with the flag you just created in this PR forced to false always. Then the editable JS code can't alter the behavior.,solution,
"If you want to have a way to disable devtools completely, the proper way is to add a variable in electron.gyp and uses #defines to disable the devtools code.",solution,
"Apart from the openDevTools method, you also need to disable the --remote-debugg-port switch to protect your code, which is in brightray.",solution,
@minggo It can be done by using an if condition:,solution,
"If you want to allow this method to be called in forms
 
 purchaseProduct(someId, 2) and purchaseProduct(someId, function() {}),
 
 you will have to check the type of the second argument to decide if it is quantity or callback.",solution,
You can do it like this:,solution,
It also should be available on macOS only.,solution,
"We have another use case which also makes use of StoreKit; according to Apples guidelines, it won't be allowed to have custom prompts that request reviews, but one should make use of the requestReview method.",solution,
"If you want to add more StoreKit features, I think that the module should be renamed to something more general.",solution,
"With the purchaseProduct() method, you can console.log the response in the callback. It should be true or false if product is valid or not.",solution,
"a simple fix is to put C++ object usage inside a separate function, then __try { callfunction(); } __except(....)",solution,
"I'm turning on the just-added 2xlarge resource class for the arm CI jobs, which should be able to fix the failing arm release build.",solution,
Looks like the cause of the hangs is that session_->Emit() is being called on the IO thread (all JS in Electron in the main process must be run on the UI thread).,solution,
"So to remove the process leak, one needs to call an undocumented function which is unknowable by users of Electron and without it, there's no proper lifecycle management.",solution,
BrowserView will be GCable when its WebContents is destroyed and the reference to it is dropped. bv.webContents.destroy() should do the trick.,solution,
"If the CallbackScope doesn’t empty it, it might be because there is one on an outer scope (that contains uv_run()), which would break a bunch of assumptions that CallbackScope makes.",solution,
Seems like there are two ways to go forward with this:,solution,
"Chromium also does a similar thing for ChromeExtensionsRendererClient, so this pattern should be fine.",solution,
It seems that you need to remove some trailing whitespaces.,solution,
"I'd like to add that while workarounds do exist, such as another custom protocol for files, developers using Electron are incentivized to take the easy route and just set webSecurity: false. (Related: #23757)",solution,
"There's a few sanitization I'll need to perform (ex: input url must contain host) to avoid crashes, but adding this indeed solves the Not allowed to load local resource issue.
 
 EDIT: It runs into #23757 but there's a workaround to fix that protocol.registerFileProtocol(""file"", ...).",solution,
"There is way to configure the origin list per network context via the context create param https://source.chromium.org/chromium/chromium/src/+/master:services/network/public/mojom/network_context.mojom;l=429 , all we need to do is setup ElectronBrowserContext::GetSharedCorsOriginAccessList and the session module api can call SharedCorsOriginAccessList::SetForOrigin",solution,
"@jkleinsc Given this scenario, I'd propose a new API inspired by protocol.registerSchemesAsPrivileged(customSchemes), let's say protocol.registerFileAccessibleOrigin(origin), which would similarly be added to as an extra command line switch.",solution,
"But if we go with setCorsOriginAccessList, it should handle setCorsOriginAccessList(origin, ['file'], []) as a special case under the hood without involving another API, since most users do not understand the internal security model of blink and it would be very confusing to have to use 2 APIs together to achieve one thing.",solution,
"Maybe another string type should be used, I am not expert.",solution,
There is an effort worth watching https://github.com/WICG/webpackage that may eventually bring signed-packages into node.,solution,
"While this should be fine for most apps, it can be simply bypassed by replacing electron.asar with one that does not do checks. (EDIT: the file was embedded into exe so it is safe.)",solution,
"So I think the check should be done in C++ when creating archives (atom/common/asar/archive.cc), which works for both C++ and JavaScript APIs.",solution,
There are two ways one Windows to ensure integrity of an App:,solution,
"It just occured to me that this check as implemented in this PR could be trivially bypassed by simply removing the relevant code from electron.asar. In other words, the JS code in electron.asar responsible for the integrity check of app.asar can be trivially modified without triggering any warnings. (This specific problem could be fixed by doing the check completely in native code, but the other problems remain.)",solution,
"@poiru As it stands, electron apps offer a way for untrusted code to bypass Gatekeeper. I doubt Jens and Perry would be happy about selective quoting of their past comments being used to defend this position!",solution,
I guess it's related to https://codereview.chromium.org/2773433003,solution,
Since this already depends on GLib I suggest using GModule which avoids the linking and header portability concerns.,solution,
"You'd then use g_module_open(), g_module_symbol(), etc: https://developer.gnome.org/glib/stable/glib-Dynamic-Loading-of-Modules.html",solution,
"So...I think this leaves a couple of options. Ask the Chromium developers for an overloaded function to be added, or mirror the function in Electron. I am thinking mirroring the function in Electron will work best.",solution,
"Limiting the functionality to descriptor wallets is fine. We could add an argument to loadwallet that prevents a rescan, so a user can migrate (#19602) to a descriptor wallet and then rescan.",solution,
I tried a rescan from genesis on a simple mainnet wallet. It was blazing fast (in comparison) and it found all transactions. It's also slightly faster than the little helper script I wrote for #23549.,solution,
Force-pushed again with the following changes:,solution,
You can simply run the test in a loop to see it fail. For example:,solution,
"If the test fails because the leveldb is smaller than the block files, I would propose keeping the randomization for the block files and adding a second deterministic test for leveldb?",solution,
"So there are smaller ldb files that are perturbed first that don't trigger the issue, it's actually a bigger one where the failure happens.",solution,
I guess there are two possible approaches:,solution,
Maybe do 1. for 26.0 and 2. for 27.0?,solution,
"Edit: Hmm, I think just having a boolean option to say ""write version 1 mempool.dat"" is enough. If there are any users that need ""use 0 for all random numbers"", they can create a feature request after they read the release notes.",solution,
It is. You can simply set -persistmempoolv1=1.,solution,
I'd say to just leave the code logic as it was before and only change the string,solution,
"What could be added, however, is a check for 127.0.0.1 and 127.1.",solution,
See theuni@c61c9c5 which is ugly but seems to work as intended.,solution,
"I'd say we should pick what reviewers like the best. However, as you say the clang-tidy plugin has many downsides:",solution,
FWIW I usually run (most of) the linters with a bash alias before pushing a change.,solution,
"I'd suggest fixing your brew / cargo / rust installation. It looks broken, i.e:",solution,
The client there is setup using this code,solution,
"So it looks like either DOCKER_HOST should be set for these tests, or -H tcp://0.0.0.0:2357 should be passed to the client",solution,
I suspect this may be related docker/go-connections@fb772cf#diff-998ed58b58f0b5f52161ef8e4e27692d,solution,
Looks like that was a glitch; CI is happy now 👍,solution,
Changes proposed in this pull request:,solution,
"The ""basic"" test configuration should omit any optional parameters and instead check for attribute zero-values or empty values, e.g.",solution,
"We should check the value of the arn attribute is populated correct in here, e.g.",solution,
CheckDestroy functions should use continue instead of return nil to allow checking multiple declarations of the resource.,solution,
Same here although the line can just be removed since it is the end of the for loop logic.,solution,
Changes proposed in this pull request:,solution,
Each SC product will need to be created with an artifact (http://docs.aws.amazon.com/servicecatalog/latest/dg/API_CreateProduct.html#servicecatalog-CreateProduct-request-ProvisioningArtifactParameters),solution,
Nitpick: We tend to group all 3rd party imports in a single block.,solution,
Computed id (meta)field is always automatically available for all resources which is why we disallow the explicit definition in the schema:,solution,
"Generally speaking GetOk helper is there for checking if an optional field was defined or not. This field is however required (as well as many other fields below which are being checked via GetOk). Using Get() would also allow us to simplify the code here a bit, e.g.",solution,
"We can in fact source the URL from the API, so we shouldn't need the suppression function here:
 
 https://docs.aws.amazon.com/servicecatalog/latest/dg/API_DescribeProvisioningArtifact.html#servicecatalog-DescribeProvisioningArtifact-response-Info",solution,
Nit: The AWS Go SDK provides constants for these here 😄,solution,
Nit: Extraneous logging can be removed here.,solution,
Nit: We have a helper function for this type of checking:,solution,
"It may be worth trying to use the AWS Go SDK provided waiter functions (WaitUntilEndpointDeleted() / WaitUntilEndpointInService()) here, during update, and during deletion to simplify our code instead of using StateChangeConf, e.g.",solution,
"Similar note as aws_sagemaker_endpoint_configuration resource, should prefer conn.DescribeEndpoint() here to remove potential false positives.",solution,
Nit: Forward slashes are no longer required in the documentation titles 👍,solution,
Nitpick: We do not need errwrap for returning simple messages -- fmt.Errorf() is just fine 👍,solution,
Will change this and other calls to errwrap.Wrapf() to use fmt.Errorf().,solution,
"We should have nil/len() checks for resp, resp.VpcPeeringConnections, and pc.Status to prevent panics.",solution,
Nitpick: We prefer to not introduce indirection in such simple cases.,solution,
We should have nil checks for pc.AccepterVpcInfo and pc.RequesterVpcInfo to prevent crashes.,solution,
"I believe this should be ""${aws_vpc_peering_connection.peer.id}""",solution,
"Actually it should be aws_vpc_peering_connection_accepter.peer.id.
 
 The comment above",solution,
"It might be helpful to very explicitly alias these as alias = ""requester"" and alias = ""accepter"" so the resources are very explicit as well.",solution,
"The above is happening, but I realized I didn't need the options section in my TF file and that fixed my issue for now.",solution,
TBD: Add global acc test,solution,
"Instead of using depends_on here, a direct reference can be used below instead:",solution,
depends_on is extraneous here as there is already a direct reference below.,solution,
Changes proposed in this pull request:,solution,
Please run cargo +nightly fmt to fix failing formatting check and revert package.json file .Other than that looks good to me,solution,approval
"thank you for your hard work @chandra1899 , i think we can make SideContent in its own component since it is repeated in login page , and email input should have email icon , other than that everything is good",solution,approval
"""Thanks. Can we remove the bullet points for the two use cases? Then make the 'Features' as bullet points under the first use case.""",solution,calltoaction
"""If you set the system proxy via the Settings app or Internet Options, the http:// prefix will be automatically added. I think it's best for sing-box to align with the system's default behavior. If you purchased IDM, you should ask the IDM developers to fix this bug. Or just specify the proxy manually in IDM's configuration.""",solution,calltoaction
@yuri-karkh You should listen for the transactions-updated event instead.,solution,calltoaction
"If you could also add a short tutorial in docs/tutorial/in-app-purchases.md with some basic sample code, that would be 💯",solution,calltoaction
Bonus feature for a followup: fetch any matching pruned blocks.,solution,calltoaction
"It may be difficult to find out if anyone relies on parsing mempool.dat. If it's not too hard, we might as well add an option (default 1) and deprecate it in a few releases. That also makes it easier to toggle between master and the last release (by setting it to 0).",solution,calltoaction
"left one suggestion; @SamWhited let me know if you think that's a good idea; not a blocker, so otherwise ""good to go""",solution,calltoaction
"""I was encountering issues as the docs directory had .pdf files, and the existing constants in retrieve_utils.py did not support .pdf file formats. This enhancement will allow the create_vector_db_from_dir to handle .pdf files and prevent them being ignored as pdf's cannot be opened with f.read()""",solution,clarifying
"""This looks like: I think we should use heading for the two use cases, while using bullets for the lists. The two use cases correspond to those in https://microsoft.github.io/autogen/docs/Getting-Started#multi-agent-conversation-framework and https://microsoft.github.io/autogen/docs/Getting-Started#enhanced-llm-inferences""",solution,clarifying
"""Hey @phillyphil91, It would be fine to replace masking::Secret<String, CardNumberStrategy> with CardNumber throughout the code, since it's just a wrapper around the actual StrongSecret. Typical case of the newtype pattern, and due to Rust's zero cost abstractions, the CardNumber wrapper won't have any size at run-time.""",solution,clarifying
"This issue is regarding merchant reference id which we pass in connector request , you don't need to handle this in connector response or connector.rs(klarna.rs). If you refer klarna docs , you can find a field called merchant_reference1 . This field needs to be declared in KlarnaPaymentsRequest(you can find this in transformers.rs) and map it to connector_request_reference_id . If you have any other queries you can ask us in slack ,discord or this thread itself .",solution,clarifying
"It would be fine to replace masking::Secret<String, CardNumberStrategy> with CardNumber throughout the code, since it's just a wrapper around the actual StrongSecret. Typical case of the newtype pattern, and due to Rust's zero cost abstractions, the CardNumber wrapper won't have any size at run-time.",solution,clarifying
"We'll also most probably go ahead with a custom implementation for Deserialize that internally performs validation and returns an appropriate error message in case of failure (unless @SanchithHegde @NishantJoshi00, you guys see an issue). The idea is that card number validation gets done at the API layer itself by actix when it deserializes the HTTP request body into the required type, and the developer does not have to manually call any function to ensure validity.
 
 Serde has documentation on how to do the same. If you'd like a reference, check out the mods at the bottom of crates/api_models/src/payments.rs",solution,clarifying
"By removing the fixed width and introducing a width of '95%', the sidePanel now adapts appropriately to various screen sizes, ensuring content never exceeds the screen width. Additionally, the 'maxWidth' property of 400px guarantees that the panel won't become overly wide on larger screens.",solution,clarifying
"Remove example data from values.yaml else if people manually remove the section, it can be a problem.",solution,clarifying
"@strawhat5 duplicate handled for future entries, already created items will be manually deleted from dashboard or will provided separate db migration script for that.",solution,clarifying
"To benchmark I'm setting up two BrowserWindows, designating one as a 'server' and one as a 'client'. The client merely echos data back to the server.",solution,clarifying
"@patrickdet, in regards to squirrel events default handler, I think it's fine to call the handler explicitly and pass to it what ever it needs. That's pretty much the way it's implemented in atom (on start it calls handleStartupEventWithSquirrel which sets up everything).",solution,clarifying
"It seems that this API is essentially win.removeBrowserView(view) && win.addBrowserView(view)? I think we should probably allow moving browser view to arbitrary position, like win.reorderBrowserView(view, index), otherwise we might have to add another API to move a BrowserView to bottom in future. Yes this was on my mind was well. Ultimately I went for the simplest possible solution, but am happy to entertain alternatives.",solution,clarifying
"I think if we allow reordering the views then we should make getBrowserViews reflect the order, since this API returns an Array instead of Set.",solution,clarifying
"Regarding preload scripts non-execution in child windows with nativeWindowOpen, it is an intended behavior since #15213.
 
 With my changes, because we now keep the opener reference, it's enforced even after cross-site navigation of the child window.
 
 So, technically, it's intended behavior, and my changes fix cases that were not handled before.",solution,clarifying
"Should also add a check in WebContents::InspectElement and WebContents::InspectServiceWorker, to avoid unnecessary devtools agent creation.",solution,clarifying
"Yeah, I think the property should be to enable dev tools, default to true and setting it to false disables it, the same as nodeIntegration. That shouldn't break compatibility",solution,clarifying
I think the issue is that you need to call getProducts() before purchaseProduct() otherwise it will always return as an invalid product. ,solution,clarifying
"you can run the ninja command with -v flag to get more verbose output. Also does your system have a minimum of 8GB RAM, it is bare minimum required for linking step.",solution,clarifying
"EDIT: I want to clarify that setCorsOriginAccessList(origin, ['file'], []) may not be necessary to achieve the purposes of this proposal, and only registerFileAccessibleOrigin will be necessary.",solution,clarifying
"Honestly I think its acceptable to just ignore in this specific case and cast away to void*. (EDIT: Oh sorry, C++ is more strict about that right. I'm not sure off-hand then)",solution,clarifying
"Also, on a second thought, I don't really understand the goal of the randomized byte corruptions. Are they supposed to increase the test coverage for different code paths? If yes, I think it makes sense to list those code paths. Otherwise, if only a single error-code-path is covered, I think a deterministic test is better.",solution,clarifying
"Other than that, I don't think it makes sense to add a test for this. And in any case, adding a test for this, or modifying the existing test, should be a separate follow-up from fixing a bug by restoring the previous test.",solution,clarifying
You may also want to use a bit flag instead of increasing the version. The added complexity of that could be an argument to not make this optional.,solution,clarifying
"This modification would modify the signature of the function void RPCTypeCheckArgument(const UniValue& value, const UniValueType& typeExpected) to void RPCTypeCheckArgument(const UniValue& value, const std::pair<const std::string, const UniValueType> & typeExpected) and this would conflict with its use in RPCTypeCheck. I can visualize two ways of handling this: either by modifying RPCTypeCheckArgument to accept different argument types and handle them internally or modifying the RPCTypeCheck function itself. The latter would involve bigger changes in the code.",solution,clarifying
"I think it should be decided on a case-by-case basis whether a simple git grep-based linter is preferred, or a fully engineered clang-tidy plugin. Here, I think a git grep seems a better fit.",solution,clarifying
"I have no issues with Rust, or using it in the CI; we already do in other CIs in the Bitcoin Core project. Saying that, I'm not sure if we want to introduce a 4th way to do linting in this repo (yet). One potential alternative, if we go further down the clang-tidy route, is the <filesystem> linter here: https://github.com/fanquake/bitcoin/commits/integrate_thecharlatan_filesystem, put together by @TheCharlatan.",solution,clarifying
"Yes, so somehow it seems to be running tests against an older daemon, but with a current version of the CLI (which is.. odd), and not performing API version negotiation. Definitely need to keep an eye on it.",solution,clarifying
I don't see the harm in doing option 2 in addition to option 1. (I agree that option 2 by itself is inferior to option 1.),solution,clarifying
"@jen20 something I don't necessarily agree with, but an existing convention that is a workaround for return nil, X, nil causing WaitForState() to treat the refresh as a missing resource and automatically retry without exiting the WaitForState() since Target has a value: https://github.com/hashicorp/terraform/blob/master/helper/resource/state.go#L115-L137",solution,clarifying
I'll use the func validateSagemakerName here to check also against the name pattern (https://github.com/awsdocs/amazon-sagemaker-developer-guide/blob/master/doc_source/API_CreateNotebookInstanceLifecycleConfig.md#request-parameters),solution,clarifying
"Since this resource.Retry() contains no return resource.RetryableError() conditions, the resource.Retry() logic should be removed.",solution,clarifying
e.g. if Amazon decided to introduce ServiceCatalogProductSomething then we'd be forced to run tests for that resource because the only filter we can use is -run=TestAccAWSServiceCatalogProduct. If instead we add the underscore we can filter like -run=TestAccAWSServiceCatalogProduct_ or -run=TestAccAWSServiceCatalogProductSomething_ which is much more precise.,solution,clarifying
I presume the d.IsNewResource() check was here because the Create function called the Update function previously. This check can be removed. 👍,solution,clarifying
"Add a new resource aws_vpc_peering_connection_options that manages VPC peering connection options.
 
 This resource decouples management of the connection options from management of the connection and allows options to be set correctly in cross-account scenarios:",solution,clarifying
It might be helpful to mention the ordering problem here to explain why you'd want to use this resource over the arguments in the original resources. Same vice-versa.,solution,clarifying
"I'm afraid that the fix to this problem is not this simple. As @zcbenz has already mentioned, we need to force the renderer process to restart upon navigating, to properly restart Node. This is the reason Electron is forcing an independent site instance in this case. #15821 fixed the window.opener problem for sandboxed renderers only, where Node is disabled and therefore there is no need to restart the process. I agree with @MarshallOfSound in that we should find a way to move towards the Chromium process model while properly restarting Node without forcing full process restarts.",solution,clarifying
I think the list of modules to expose should be passed with a new parameter such as sandboxAllowedModules. The default electron behavior will not be impacted and the change will give an opportunity for those who needs to support some more modules. Not sure if there is way to raise a change request here or if I need to create a PR. Thanks.,solution,clarifying
"Personally I don't see a problem of adding a new dependency. Once and if this was merged, my plans were to at least remove the Bash driver, and fix the outstanding issues, e.g. to collect all failures before aborting (#28103 (comment)). So personally, at least we'd end up with one consistent driver eventually, instead of several that behave differently. But if reviewers are happy with the current lint driver, I am happy to close this pull.",solution,clarifying
"I need to submit my app ASAP, so being able to just build and use this version would be great. Currently, I use the production version of electron using NPM. In the past, I have added NPM packages which point to git URLs. Wonder if that is possible here... or if we need to build it first?",solution,clarifying
@paulcbetts yeah i will come up with a default handler for the squirrel events. something that is extensible,solution,personalresponsibility
"Well, at least I should make it look like node-style callback, so it will be easy to promisify.",solution,personalresponsibility
I'm going to turn inAppPurchase to an EventEmitter to make it easier to extend the APIs in future.,solution,personalresponsibility
"Edit: ok I found more info in the hidden comments, I missed them. It seems that I need to maintain my own mapping.",solution,personalresponsibility
"Thinking about #29246 (comment) some more, @aaronlehmann may be right in the case where swarm is enabled (I was too focussed on the ""skip if disabled"" case). Let me do another check and update if needed",solution,personalresponsibility
@7rack The [AWS documentation] states that ClassicLink options can't be set cross-region but DNS options can so it looks like we need to be smarter here; I'll take a look. Thanks.,solution,personalresponsibility
I was able to attach listeners on the port's events within the preload. But oddly serializing the message and forward it removes all properties except isTrusted but you can manually pull off those properties and send them to the renderer.,solution,problem
"I imagine it's possible to work around these issues with an HTML post processor that replaces file:/// links with custom://, then hook the copy, cut, dragstart events to replace the links back to file:///, but that's quite a poor solution with many easy-to-miss edge cases, for example, remembering to translate ALL src-like properties from <video>, <audio>, <source>, etc.",solution,problem
"On one hand, it's the responsibility of the bridge driver to know what labels it supports; thus implementing this check upper in the call stack (ie. closer to the route handler) would break this responsibility separation. OTOH, 2. provides a bad UX IMO.",solution,problem
maybe redo the branch and pull request?,solution,proceduralsuggestion
"On an unrelated note, it does seem that the Linux build failures are related to Goma issues, not this PR.",solution,proceduralsuggestion
"I'll include a snippet of how this could be done, @vspecky @NishantJoshi00 @dracarys18 @lsampras please let me know if you can think this can be improved somehow.",solution,question
"What would be a better approach? Does it break the number into two or more columns, or into specific width using column instead of row?",solution,question
